"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"02/01/2020","4,050.0","3,960.0","4,050.0","3,960.0","1.10M","1.76%"
"03/01/2020","4,150.0","4,070.0","4,190.0","4,050.0","3.76M","2.47%"
"06/01/2020","4,090.0","4,150.0","4,150.0","4,030.0","1.45M","-1.45%"
"07/01/2020","4,110.0","4,020.0","4,110.0","4,020.0","1.43M","0.49%"
"08/01/2020","3,910.0","4,060.0","4,080.0","3,910.0","2.57M","-4.87%"
"09/01/2020","4,100.0","3,990.0","4,100.0","3,960.0","1.32M","4.86%"
"10/01/2020","4,080.0","4,100.0","4,110.0","4,030.0","1.01M","-0.49%"
"13/01/2020","4,000.0","4,100.0","4,100.0","3,980.0","1.17M","-1.96%"
"14/01/2020","3,940.0","4,010.0","4,030.0","3,930.0","1.22M","-1.50%"
"15/01/2020","3,900.0","3,940.0","3,990.0","3,900.0","1.21M","-1.02%"
"16/01/2020","3,840.0","3,930.0","3,950.0","3,780.0","1.95M","-1.54%"
"17/01/2020","3,880.0","3,850.0","3,910.0","3,840.0","852.64K","1.04%"
"20/01/2020","3,860.0","3,840.0","3,880.0","3,840.0","470.69K","-0.52%"
"21/01/2020","3,920.0","3,860.0","3,990.0","3,860.0","800.99K","1.55%"
"22/01/2020","3,980.0","4,020.0","4,020.0","3,950.0","1.11M","1.53%"
"30/01/2020","3,900.0","3,990.0","3,990.0","3,870.0","2.01M","-2.01%"
"31/01/2020","3,640.0","3,860.0","3,860.0","3,640.0","3.00M","-6.67%"
"03/02/2020","3,390.0","3,390.0","3,560.0","3,390.0","4.43M","-6.87%"
"04/02/2020","3,270.0","3,400.0","3,410.0","3,200.0","2.53M","-3.54%"
"05/02/2020","3,300.0","3,170.0","3,400.0","3,170.0","1.29M","0.92%"
"06/02/2020","3,530.0","3,300.0","3,530.0","3,300.0","3.10M","6.97%"
"07/02/2020","3,550.0","3,590.0","3,650.0","3,530.0","1.29M","0.57%"
"10/02/2020","3,440.0","3,500.0","3,550.0","3,430.0","791.00K","-3.10%"
"11/02/2020","3,450.0","3,430.0","3,470.0","3,430.0","781.43K","0.29%"
"12/02/2020","3,580.0","3,500.0","3,610.0","3,460.0","1.52M","3.77%"
"13/02/2020","3,500.0","3,570.0","3,580.0","3,490.0","1.30M","-2.23%"
"14/02/2020","3,490.0","3,500.0","3,540.0","3,470.0","915.70K","-0.29%"
"17/02/2020","3,480.0","3,500.0","3,510.0","3,470.0","853.28K","-0.29%"
"18/02/2020","3,500.0","3,490.0","3,500.0","3,470.0","979.48K","0.57%"
"19/02/2020","3,510.0","3,500.0","3,550.0","3,500.0","1.02M","0.29%"
"20/02/2020","3,490.0","3,520.0","3,550.0","3,490.0","1.08M","-0.57%"
"21/02/2020","3,440.0","3,490.0","3,500.0","3,420.0","1.36M","-1.43%"
"24/02/2020","3,200.0","3,400.0","3,400.0","3,200.0","4.28M","-6.98%"
"25/02/2020","3,350.0","3,150.0","3,350.0","3,120.0","2.67M","4.69%"
"26/02/2020","3,260.0","3,300.0","3,300.0","3,250.0","1.07M","-2.69%"
"27/02/2020","3,330.0","3,230.0","3,400.0","3,230.0","1.52M","2.15%"
"28/02/2020","3,270.0","3,270.0","3,310.0","3,230.0","1.89M","-1.80%"
"02/03/2020","3,270.0","3,260.0","3,300.0","3,260.0","1.19M","0.00%"
"03/03/2020","3,310.0","3,300.0","3,350.0","3,300.0","1.64M","1.22%"
"04/03/2020","3,520.0","3,330.0","3,540.0","3,290.0","6.20M","6.34%"
"05/03/2020","3,480.0","3,540.0","3,600.0","3,470.0","2.06M","-1.14%"
"06/03/2020","3,490.0","3,420.0","3,500.0","3,420.0","1.28M","0.29%"
"09/03/2020","3,250.0","3,250.0","3,450.0","3,250.0","3.46M","-6.88%"
"10/03/2020","3,260.0","3,100.0","3,350.0","3,100.0","2.07M","0.31%"
"11/03/2020","3,180.0","3,370.0","3,370.0","3,150.0","3.34M","-2.45%"
"12/03/2020","3,100.0","3,110.0","3,130.0","2,970.0","6.90M","-2.52%"
"13/03/2020","3,090.0","3,010.0","3,100.0","2,980.0","6.24M","-0.32%"
"16/03/2020","3,030.0","3,090.0","3,100.0","3,000.0","1.56M","-1.94%"
"17/03/2020","3,020.0","3,000.0","3,030.0","2,980.0","2.54M","-0.33%"
"18/03/2020","3,030.0","3,080.0","3,120.0","3,030.0","2.43M","0.33%"
"19/03/2020","2,980.0","3,030.0","3,030.0","2,910.0","2.82M","-1.65%"
"20/03/2020","2,940.0","2,930.0","2,990.0","2,930.0","883.78K","-1.34%"
"23/03/2020","2,740.0","2,880.0","2,900.0","2,740.0","5.12M","-6.80%"
"24/03/2020","2,720.0","2,740.0","2,740.0","2,600.0","2.85M","-0.73%"
"25/03/2020","2,710.0","2,750.0","2,780.0","2,690.0","2.01M","-0.37%"
"26/03/2020","2,680.0","2,730.0","2,780.0","2,660.0","2.13M","-1.11%"
"27/03/2020","2,660.0","2,680.0","2,700.0","2,600.0","4.17M","-0.75%"
"30/03/2020","2,550.0","2,550.0","2,650.0","2,480.0","3.62M","-4.14%"
"31/03/2020","2,550.0","2,550.0","2,630.0","2,400.0","2.58M","0.00%"
"01/04/2020","2,690.0","2,450.0","2,700.0","2,450.0","2.05M","5.49%"
"03/04/2020","2,810.0","2,710.0","2,830.0","2,710.0","2.12M","4.46%"
"06/04/2020","3,000.0","2,900.0","3,000.0","2,820.0","4.51M","6.76%"
"07/04/2020","3,100.0","3,120.0","3,130.0","2,980.0","4.34M","3.33%"
"08/04/2020","3,200.0","3,150.0","3,200.0","2,980.0","3.67M","3.23%"
"09/04/2020","3,200.0","3,220.0","3,250.0","3,150.0","3.07M","0.00%"
"10/04/2020","3,140.0","3,190.0","3,200.0","3,120.0","4.43M","-1.88%"
"13/04/2020","3,130.0","3,140.0","3,150.0","3,030.0","2.98M","-0.32%"
"14/04/2020","3,070.0","3,100.0","3,140.0","3,040.0","2.09M","-1.92%"
"15/04/2020","3,110.0","3,070.0","3,190.0","3,060.0","3.22M","1.30%"
"16/04/2020","3,170.0","3,100.0","3,190.0","3,100.0","1.90M","1.93%"
"17/04/2020","3,170.0","3,160.0","3,200.0","3,160.0","2.25M","0.00%"
"20/04/2020","3,170.0","3,200.0","3,250.0","3,170.0","4.68M","0.00%"
"21/04/2020","3,120.0","3,110.0","3,170.0","3,070.0","4.87M","-1.58%"
"22/04/2020","3,120.0","3,090.0","3,170.0","3,090.0","1.39M","0.00%"
"23/04/2020","3,160.0","3,120.0","3,190.0","3,120.0","1.46M","1.28%"
"24/04/2020","3,380.0","3,160.0","3,380.0","3,130.0","11.27M","6.96%"
"27/04/2020","3,500.0","3,590.0","3,600.0","3,460.0","4.28M","3.55%"
"28/04/2020","3,640.0","3,470.0","3,690.0","3,420.0","2.89M","4.00%"
"29/04/2020","3,600.0","3,560.0","3,680.0","3,540.0","4.37M","-1.10%"
"04/05/2020","3,400.0","3,570.0","3,600.0","3,400.0","5.10M","-5.56%"
"05/05/2020","3,460.0","3,400.0","3,490.0","3,390.0","1.74M","1.76%"
"06/05/2020","3,540.0","3,500.0","3,570.0","3,450.0","1.71M","2.31%"
"07/05/2020","3,550.0","3,540.0","3,610.0","3,500.0","1.94M","0.28%"
"08/05/2020","3,520.0","3,600.0","3,600.0","3,500.0","5.53M","-0.85%"
"11/05/2020","3,760.0","3,520.0","3,760.0","3,510.0","4.43M","6.82%"
"12/05/2020","3,850.0","3,910.0","3,960.0","3,720.0","5.67M","2.39%"
"13/05/2020","3,860.0","3,830.0","3,930.0","3,780.0","3.32M","0.26%"
"14/05/2020","3,800.0","3,800.0","3,880.0","3,770.0","4.19M","-1.55%"
"15/05/2020","3,880.0","3,900.0","3,940.0","3,810.0","3.91M","2.11%"
"18/05/2020","3,860.0","3,880.0","3,910.0","3,850.0","1.67M","-0.52%"
"19/05/2020","3,890.0","3,910.0","3,920.0","3,850.0","4.02M","0.78%"
"20/05/2020","4,160.0","3,900.0","4,160.0","3,870.0","7.29M","6.94%"
"21/05/2020","4,140.0","4,200.0","4,350.0","4,130.0","3.77M","-0.48%"
"22/05/2020","4,150.0","4,130.0","4,240.0","4,070.0","3.16M","0.24%"
"25/05/2020","4,160.0","4,150.0","4,190.0","4,100.0","2.02M","0.24%"
"26/05/2020","4,230.0","4,170.0","4,310.0","4,160.0","3.52M","1.68%"
"27/05/2020","4,170.0","4,230.0","4,300.0","4,140.0","4.78M","-1.42%"
"28/05/2020","4,270.0","4,170.0","4,270.0","4,170.0","4.35M","2.40%"
"29/05/2020","4,560.0","4,260.0","4,560.0","4,230.0","8.19M","6.79%"
"01/06/2020","4,870.0","4,790.0","4,870.0","4,660.0","3.52M","6.80%"
"02/06/2020","4,800.0","5,210.0","5,210.0","4,800.0","18.99M","-1.44%"
"03/06/2020","4,750.0","4,800.0","5,000.0","4,650.0","7.85M","-1.04%"
"04/06/2020","5,080.0","4,750.0","5,080.0","4,730.0","11.39M","6.95%"
"05/06/2020","5,420.0","5,100.0","5,420.0","4,980.0","9.68M","6.69%"
"08/06/2020","5,750.0","5,500.0","5,760.0","5,480.0","11.77M","6.09%"
"09/06/2020","5,650.0","5,730.0","5,820.0","5,500.0","12.72M","-1.74%"
"10/06/2020","5,800.0","5,540.0","6,000.0","5,460.0","12.23M","2.65%"
"11/06/2020","5,400.0","5,850.0","5,850.0","5,400.0","11.59M","-6.90%"
"12/06/2020","5,200.0","5,030.0","5,360.0","5,030.0","11.66M","-3.70%"
"15/06/2020","4,900.0","5,300.0","5,310.0","4,850.0","9.36M","-5.77%"
"16/06/2020","5,190.0","5,000.0","5,200.0","4,990.0","5.40M","5.92%"
"17/06/2020","5,090.0","5,230.0","5,230.0","4,990.0","3.57M","-1.93%"
"18/06/2020","4,970.0","5,000.0","5,060.0","4,940.0","3.83M","-2.36%"
"19/06/2020","5,230.0","4,930.0","5,310.0","4,930.0","7.30M","5.23%"
"22/06/2020","5,190.0","5,260.0","5,380.0","5,190.0","3.85M","-0.76%"
"23/06/2020","5,300.0","5,200.0","5,350.0","5,190.0","5.89M","2.12%"
"24/06/2020","5,220.0","5,280.0","5,350.0","5,170.0","6.30M","-1.51%"
"25/06/2020","5,200.0","5,150.0","5,200.0","5,080.0","2.79M","-0.38%"
"26/06/2020","5,110.0","5,250.0","5,320.0","5,100.0","4.02M","-1.73%"
"29/06/2020","5,200.0","5,110.0","5,380.0","5,050.0","6.81M","1.76%"
"30/06/2020","5,200.0","5,200.0","5,300.0","5,040.0","3.99M","0.00%"
"01/07/2020","5,230.0","5,230.0","5,270.0","5,160.0","2.45M","0.58%"
"02/07/2020","5,230.0","5,230.0","5,260.0","5,170.0","2.71M","0.00%"
"03/07/2020","5,200.0","5,250.0","5,250.0","5,200.0","2.20M","-0.57%"
"06/07/2020","5,150.0","5,200.0","5,210.0","5,100.0","3.35M","-0.96%"
"07/07/2020","5,020.0","5,110.0","5,170.0","4,900.0","6.39M","-2.52%"
"08/07/2020","5,000.0","4,990.0","5,060.0","4,950.0","3.47M","-0.40%"
"09/07/2020","5,000.0","5,000.0","5,100.0","4,990.0","4.26M","0.00%"
"10/07/2020","5,050.0","5,020.0","5,180.0","5,010.0","5.89M","1.00%"
"13/07/2020","5,080.0","5,100.0","5,130.0","5,010.0","2.08M","0.59%"
"14/07/2020","4,890.0","5,060.0","5,060.0","4,840.0","9.51M","-3.74%"
"15/07/2020","4,650.0","4,900.0","4,950.0","4,650.0","12.49M","-4.91%"
"16/07/2020","4,680.0","4,680.0","4,750.0","4,650.0","2.71M","0.65%"
"17/07/2020","4,580.0","4,680.0","4,680.0","4,360.0","12.55M","-2.14%"
"20/07/2020","4,370.0","4,550.0","4,550.0","4,350.0","3.21M","-4.59%"
"21/07/2020","4,470.0","4,400.0","4,520.0","4,370.0","3.01M","2.29%"
"22/07/2020","4,300.0","4,470.0","4,500.0","4,260.0","6.40M","-3.80%"
"23/07/2020","4,330.0","4,300.0","4,330.0","4,110.0","4.22M","0.70%"
"24/07/2020","4,030.0","4,210.0","4,330.0","4,030.0","8.59M","-6.93%"
"27/07/2020","3,750.0","3,750.0","3,850.0","3,750.0","7.99M","-6.95%"
"28/07/2020","3,860.0","3,600.0","3,960.0","3,600.0","8.79M","2.93%"
"29/07/2020","3,740.0","3,730.0","3,780.0","3,590.0","7.94M","-3.11%"
"30/07/2020","3,730.0","3,740.0","3,760.0","3,690.0","2.25M","-0.27%"
"31/07/2020","3,800.0","3,600.0","3,830.0","3,580.0","4.82M","1.88%"
"03/08/2020","3,870.0","3,860.0","3,960.0","3,790.0","6.50M","1.84%"
"04/08/2020","3,870.0","3,900.0","3,940.0","3,840.0","6.11M","0.00%"
"05/08/2020","3,930.0","3,890.0","3,940.0","3,840.0","4.05M","1.55%"
"06/08/2020","4,110.0","3,930.0","4,150.0","3,870.0","7.52M","4.58%"
"07/08/2020","4,060.0","4,110.0","4,180.0","4,030.0","4.49M","-1.22%"
"10/08/2020","4,050.0","4,010.0","4,120.0","3,990.0","5.84M","-0.25%"
"11/08/2020","4,050.0","4,050.0","4,090.0","3,960.0","4.66M","0.00%"
"12/08/2020","4,020.0","4,040.0","4,050.0","3,980.0","2.37M","-0.74%"
"13/08/2020","4,120.0","4,030.0","4,160.0","4,010.0","4.09M","2.49%"
"14/08/2020","4,050.0","4,120.0","4,140.0","4,020.0","3.21M","-1.70%"
"17/08/2020","4,010.0","4,040.0","4,050.0","3,970.0","2.54M","-0.99%"
"18/08/2020","4,010.0","4,000.0","4,060.0","3,970.0","2.63M","0.00%"
"19/08/2020","4,290.0","4,010.0","4,290.0","3,990.0","10.23M","6.98%"
"20/08/2020","4,260.0","4,300.0","4,450.0","4,230.0","7.54M","-0.70%"
"21/08/2020","4,280.0","4,280.0","4,320.0","4,240.0","2.08M","0.47%"
"24/08/2020","4,280.0","4,280.0","4,300.0","4,170.0","7.25M","0.00%"
"25/08/2020","4,210.0","4,280.0","4,300.0","4,210.0","6.15M","-1.64%"
"26/08/2020","4,200.0","4,210.0","4,290.0","4,170.0","5.81M","-0.24%"
"27/08/2020","4,340.0","4,190.0","4,410.0","4,160.0","7.98M","3.33%"
"28/08/2020","4,250.0","4,370.0","4,410.0","4,250.0","3.62M","-2.07%"
"31/08/2020","4,260.0","4,380.0","4,380.0","4,250.0","5.84M","0.24%"
"01/09/2020","4,330.0","4,260.0","4,370.0","4,230.0","7.00M","1.64%"
"03/09/2020","4,310.0","4,350.0","4,390.0","4,280.0","3.29M","-0.46%"
"04/09/2020","4,350.0","4,200.0","4,390.0","4,200.0","7.95M","0.93%"
"07/09/2020","4,600.0","4,370.0","4,650.0","4,370.0","24.34M","5.75%"
"08/09/2020","4,610.0","4,660.0","4,700.0","4,500.0","7.47M","0.22%"
"09/09/2020","4,830.0","4,520.0","4,900.0","4,520.0","10.19M","4.77%"
"10/09/2020","4,790.0","4,850.0","4,890.0","4,750.0","8.37M","-0.83%"
"11/09/2020","4,900.0","4,760.0","4,930.0","4,740.0","8.52M","2.30%"
"14/09/2020","4,870.0","4,910.0","4,930.0","4,850.0","5.77M","-0.61%"
"15/09/2020","4,670.0","4,930.0","4,930.0","4,670.0","8.61M","-4.11%"
"16/09/2020","4,630.0","4,680.0","4,750.0","4,610.0","5.51M","-0.86%"
"17/09/2020","4,720.0","4,630.0","4,780.0","4,620.0","6.46M","1.94%"
"18/09/2020","4,640.0","4,720.0","4,750.0","4,620.0","6.11M","-1.69%"
"21/09/2020","4,590.0","4,650.0","4,680.0","4,560.0","6.46M","-1.08%"
"22/09/2020","4,550.0","4,560.0","4,580.0","4,470.0","10.54M","-0.87%"
"23/09/2020","4,600.0","4,550.0","4,670.0","4,550.0","3.05M","1.10%"
"24/09/2020","4,600.0","4,600.0","4,660.0","4,570.0","3.86M","0.00%"
"25/09/2020","4,570.0","4,610.0","4,610.0","4,540.0","3.47M","-0.65%"
"28/09/2020","4,570.0","4,570.0","4,600.0","4,520.0","4.20M","0.00%"
"29/09/2020","4,560.0","4,610.0","4,620.0","4,400.0","8.27M","-0.22%"
"30/09/2020","4,560.0","4,560.0","4,600.0","4,500.0","2.10M","0.00%"
"01/10/2020","4,550.0","4,580.0","4,580.0","4,510.0","2.10M","-0.22%"
"02/10/2020","4,540.0","4,510.0","4,580.0","4,440.0","4.82M","-0.22%"
"05/10/2020","4,710.0","4,540.0","4,750.0","4,510.0","9.35M","3.74%"
"06/10/2020","4,690.0","4,750.0","4,750.0","4,570.0","5.20M","-0.42%"
"07/10/2020","4,850.0","4,680.0","4,930.0","4,620.0","12.59M","3.41%"
"08/10/2020","4,800.0","4,850.0","4,930.0","4,750.0","8.82M","-1.03%"
"09/10/2020","4,680.0","4,790.0","4,800.0","4,600.0","4.81M","-2.50%"
"12/10/2020","4,500.0","4,700.0","4,720.0","4,500.0","8.23M","-3.85%"
"13/10/2020","4,640.0","4,520.0","4,670.0","4,490.0","8.36M","3.11%"
"14/10/2020","4,960.0","4,960.0","4,960.0","4,960.0","5.65M","6.90%"
"15/10/2020","5,030.0","5,300.0","5,300.0","4,990.0","32.37M","1.41%"
"16/10/2020","4,900.0","5,010.0","5,050.0","4,900.0","7.87M","-2.58%"
"19/10/2020","4,910.0","4,910.0","5,010.0","4,840.0","9.81M","0.20%"
"20/10/2020","4,850.0","4,870.0","4,950.0","4,800.0","6.86M","-1.22%"
"21/10/2020","4,750.0","4,850.0","4,900.0","4,750.0","5.35M","-2.06%"
"22/10/2020","4,720.0","4,750.0","4,770.0","4,670.0","6.07M","-0.63%"
"23/10/2020","4,870.0","4,730.0","4,970.0","4,730.0","7.04M","3.18%"
"26/10/2020","4,780.0","4,940.0","4,940.0","4,780.0","5.65M","-1.85%"
"27/10/2020","4,650.0","4,710.0","4,770.0","4,650.0","5.18M","-2.72%"
"28/10/2020","4,500.0","4,630.0","4,680.0","4,500.0","7.89M","-3.23%"
"29/10/2020","4,450.0","4,470.0","4,500.0","4,440.0","5.55M","-1.11%"
"30/10/2020","4,540.0","4,700.0","4,700.0","4,450.0","5.75M","2.02%"
"02/11/2020","4,650.0","4,540.0","4,650.0","4,460.0","5.19M","2.42%"
"03/11/2020","4,600.0","4,650.0","4,660.0","4,570.0","3.04M","-1.08%"
"04/11/2020","4,620.0","4,560.0","4,630.0","4,560.0","2.77M","0.43%"
"05/11/2020","4,600.0","4,600.0","4,610.0","4,550.0","2.96M","-0.43%"
"06/11/2020","4,570.0","4,590.0","4,610.0","4,540.0","1.70M","-0.65%"
"09/11/2020","4,560.0","4,570.0","4,600.0","4,530.0","6.59M","-0.22%"
"10/11/2020","4,520.0","4,610.0","4,610.0","4,500.0","4.57M","-0.88%"
"11/11/2020","4,470.0","4,490.0","4,580.0","4,470.0","5.22M","-1.11%"
"12/11/2020","4,460.0","4,470.0","4,490.0","4,290.0","8.24M","-0.22%"
"13/11/2020","4,530.0","4,450.0","4,550.0","4,400.0","3.06M","1.57%"
"16/11/2020","4,530.0","4,540.0","4,570.0","4,450.0","4.07M","0.00%"
"17/11/2020","4,540.0","4,500.0","4,570.0","4,480.0","3.24M","0.22%"
"18/11/2020","4,480.0","4,530.0","4,540.0","4,470.0","4.61M","-1.32%"
"19/11/2020","4,420.0","4,500.0","4,500.0","4,410.0","4.66M","-1.34%"
"20/11/2020","4,550.0","4,420.0","4,550.0","4,420.0","8.51M","2.94%"
"23/11/2020","4,500.0","4,700.0","4,700.0","4,500.0","10.76M","-1.10%"
"24/11/2020","4,450.0","4,500.0","4,530.0","4,400.0","7.24M","-1.11%"
"25/11/2020","4,580.0","4,450.0","4,680.0","4,430.0","12.10M","2.92%"
"26/11/2020","4,770.0","4,600.0","4,790.0","4,550.0","18.02M","4.15%"
"27/11/2020","4,650.0","4,740.0","4,780.0","4,650.0","7.05M","-2.52%"
"30/11/2020","4,520.0","4,700.0","4,700.0","4,520.0","10.42M","-2.80%"
"01/12/2020","4,590.0","4,460.0","4,660.0","4,450.0","16.27M","1.55%"
"02/12/2020","4,530.0","4,590.0","4,640.0","4,530.0","6.41M","-1.31%"
"03/12/2020","4,540.0","4,540.0","4,600.0","4,500.0","7.26M","0.22%"
"04/12/2020","4,690.0","4,590.0","4,790.0","4,550.0","16.83M","3.30%"
"07/12/2020","4,760.0","4,690.0","4,850.0","4,670.0","12.21M","1.49%"
"08/12/2020","4,690.0","4,760.0","4,770.0","4,650.0","7.45M","-1.47%"
"09/12/2020","4,680.0","4,700.0","4,730.0","4,650.0","8.49M","-0.21%"
"10/12/2020","4,740.0","4,820.0","4,950.0","4,740.0","19.05M","1.28%"
"11/12/2020","4,730.0","4,760.0","4,790.0","4,680.0","3.99M","-0.21%"
"14/12/2020","4,810.0","4,740.0","4,830.0","4,700.0","9.97M","1.69%"
"15/12/2020","4,950.0","4,820.0","5,100.0","4,760.0","30.07M","2.91%"
"16/12/2020","5,200.0","5,050.0","5,200.0","5,000.0","20.46M","5.05%"
"17/12/2020","5,150.0","5,100.0","5,390.0","5,100.0","15.62M","-0.96%"
"18/12/2020","5,190.0","5,150.0","5,270.0","5,100.0","12.69M","0.78%"
"21/12/2020","5,330.0","5,250.0","5,400.0","5,100.0","20.72M","2.70%"
"22/12/2020","5,370.0","5,320.0","5,390.0","5,250.0","10.90M","0.75%"
"23/12/2020","5,200.0","5,500.0","5,500.0","5,200.0","14.61M","-3.17%"
"24/12/2020","5,130.0","5,200.0","5,250.0","4,900.0","17.90M","-1.35%"
"25/12/2020","5,200.0","5,130.0","5,240.0","5,060.0","10.31M","1.36%"
"28/12/2020","5,410.0","5,240.0","5,550.0","5,180.0","23.36M","4.04%"
"29/12/2020","5,460.0","5,400.0","5,550.0","5,320.0","14.55M","0.92%"
"30/12/2020","5,280.0","5,490.0","5,500.0","5,280.0","10.74M","-3.30%"
"31/12/2020","5,250.0","5,300.0","5,340.0","5,200.0","10.76M","-0.57%"
"04/01/2021","5,290.0","5,280.0","5,400.0","5,230.0","10.40M","0.76%"
"05/01/2021","5,360.0","5,290.0","5,400.0","5,250.0","10.13M","1.32%"
"06/01/2021","5,280.0","5,370.0","5,400.0","5,260.0","11.94M","-1.49%"
"07/01/2021","5,640.0","5,490.0","5,640.0","5,400.0","16.56M","6.82%"
"08/01/2021","6,030.0","6,030.0","6,030.0","5,930.0","40.59M","6.91%"
"11/01/2021","6,360.0","6,030.0","6,400.0","6,030.0","30.20M","5.47%"
"12/01/2021","6,270.0","6,360.0","6,360.0","6,100.0","15.00M","-1.42%"
"13/01/2021","6,000.0","6,200.0","6,260.0","5,980.0","29.42M","-4.31%"
"14/01/2021","6,070.0","6,000.0","6,120.0","5,970.0","21.10M","1.17%"
"15/01/2021","6,390.0","6,110.0","6,450.0","6,100.0","20.93M","5.27%"
"18/01/2021","6,300.0","6,400.0","6,410.0","6,260.0","17.33M","-1.41%"
"19/01/2021","5,860.0","6,290.0","6,290.0","5,860.0","17.96M","-6.98%"
"20/01/2021","5,700.0","5,730.0","5,800.0","5,450.0","21.97M","-2.73%"
"21/01/2021","6,000.0","5,800.0","6,030.0","5,680.0","10.89M","5.26%"
"22/01/2021","5,800.0","6,000.0","6,070.0","5,780.0","12.36M","-3.33%"
"25/01/2021","5,830.0","5,780.0","6,010.0","5,700.0","9.53M","0.52%"
"26/01/2021","5,530.0","5,820.0","5,830.0","5,430.0","16.23M","-5.15%"
"27/01/2021","5,150.0","5,410.0","5,520.0","5,150.0","16.17M","-6.87%"
"28/01/2021","4,790.0","4,790.0","4,960.0","4,790.0","12.25M","-6.99%"
"29/01/2021","4,830.0","4,480.0","5,020.0","4,480.0","11.36M","0.84%"
"01/02/2021","4,500.0","4,620.0","4,800.0","4,500.0","14.22M","-6.83%"
"02/02/2021","4,260.0","4,400.0","4,400.0","4,190.0","9.41M","-5.33%"
"03/02/2021","4,450.0","4,350.0","4,470.0","4,290.0","7.84M","4.46%"
"04/02/2021","4,460.0","4,550.0","4,580.0","4,440.0","6.45M","0.22%"
"05/02/2021","4,560.0","4,490.0","4,560.0","4,460.0","5.95M","2.24%"
"08/02/2021","4,330.0","4,560.0","4,590.0","4,250.0","8.49M","-5.04%"
"09/02/2021","4,560.0","4,330.0","4,600.0","4,270.0","6.05M","5.31%"
"17/02/2021","4,830.0","4,630.0","4,830.0","4,560.0","6.83M","5.92%"
"18/02/2021","4,850.0","4,850.0","4,940.0","4,700.0","7.63M","0.41%"
"19/02/2021","4,810.0","4,800.0","4,880.0","4,750.0","4.90M","-0.82%"
"22/02/2021","4,790.0","4,810.0","4,860.0","4,760.0","6.20M","-0.42%"
"23/02/2021","4,680.0","4,780.0","4,780.0","4,640.0","9.81M","-2.30%"
"24/02/2021","4,620.0","4,640.0","4,730.0","4,540.0","6.10M","-1.28%"
"25/02/2021","4,600.0","4,640.0","4,650.0","4,510.0","5.76M","-0.43%"
"26/02/2021","4,700.0","4,550.0","4,790.0","4,500.0","5.01M","2.17%"
"01/03/2021","4,700.0","4,670.0","4,710.0","4,610.0","4.05M","0.00%"
"02/03/2021","4,710.0","4,720.0","4,740.0","4,680.0","4.82M","0.21%"
"03/03/2021","4,830.0","4,710.0","4,850.0","4,680.0","5.16M","2.55%"
"04/03/2021","4,800.0","4,860.0","5,000.0","4,700.0","10.40M","-0.62%"
"05/03/2021","4,840.0","4,800.0","4,860.0","4,700.0","4.03M","0.83%"
"08/03/2021","4,850.0","4,900.0","4,900.0","4,800.0","6.17M","0.21%"
"09/03/2021","5,000.0","4,850.0","5,100.0","4,800.0","11.84M","3.09%"
"10/03/2021","5,140.0","5,000.0","5,160.0","5,000.0","10.23M","2.80%"
"11/03/2021","5,110.0","5,150.0","5,190.0","5,100.0","7.44M","-0.58%"
"12/03/2021","5,060.0","5,100.0","5,110.0","5,030.0","9.47M","-0.98%"
"15/03/2021","5,240.0","5,100.0","5,350.0","5,060.0","11.48M","3.56%"
"16/03/2021","5,230.0","5,280.0","5,280.0","5,150.0","7.63M","-0.19%"
"17/03/2021","5,220.0","5,230.0","5,400.0","5,180.0","7.74M","-0.19%"
"18/03/2021","5,220.0","5,250.0","5,260.0","5,200.0","5.83M","0.00%"
"19/03/2021","5,190.0","5,200.0","5,220.0","5,110.0","6.04M","-0.57%"
"22/03/2021","5,260.0","5,200.0","5,320.0","5,170.0","7.19M","1.35%"
"23/03/2021","5,230.0","5,220.0","5,270.0","5,210.0","6.37M","-0.57%"
"24/03/2021","5,190.0","5,200.0","5,230.0","5,100.0","6.59M","-0.76%"
"25/03/2021","5,150.0","5,190.0","5,220.0","5,100.0","5.75M","-0.77%"
"26/03/2021","5,130.0","5,100.0","5,150.0","4,900.0","7.36M","-0.39%"
"29/03/2021","5,480.0","5,150.0","5,480.0","5,000.0","14.08M","6.82%"
"30/03/2021","5,590.0","5,630.0","5,800.0","5,510.0","9.72M","2.01%"
"31/03/2021","5,550.0","5,580.0","5,650.0","5,500.0","6.96M","-0.72%"
"01/04/2021","5,580.0","5,500.0","5,660.0","5,500.0","6.14M","0.54%"
"02/04/2021","5,660.0","5,600.0","5,750.0","5,580.0","7.96M","1.43%"
"05/04/2021","5,660.0","5,750.0","5,750.0","5,630.0","7.70M","0.00%"
"06/04/2021","5,660.0","5,660.0","5,700.0","5,610.0","7.44M","0.00%"
"07/04/2021","5,720.0","5,660.0","5,830.0","5,630.0","9.22M","1.06%"
"08/04/2021","5,740.0","5,800.0","5,800.0","5,690.0","7.68M","0.35%"
"09/04/2021","5,830.0","5,750.0","5,900.0","5,720.0","9.04M","1.57%"
"12/04/2021","6,230.0","5,830.0","6,230.0","5,830.0","27.45M","6.86%"
"13/04/2021","6,090.0","6,300.0","6,300.0","6,010.0","18.31M","-2.25%"
"14/04/2021","6,050.0","6,000.0","6,320.0","5,960.0","18.95M","-0.66%"
"15/04/2021","6,090.0","6,120.0","6,230.0","6,050.0","16.07M","0.66%"
